829787,2,11,6,JP Faulkner,SPD Smith,I Sharma,6,0,6,0,0,NA,NA,NA,NA,Rajasthan Royals,Sunrisers Hyderabad
829787,2,12,1,SPD Smith,JP Faulkner,KV Sharma,6,0,6,0,0,NA,NA,NA,NA,Rajasthan Royals,Sunrisers Hyderabad
829787,2,12,2,SPD Smith,JP Faulkner,KV Sharma,1,0,1,0,0,NA,NA,NA,NA,Rajasthan Royals,Sunrisers Hyderabad
829787,2,12,3,JP Faulkner,SPD Smith,KV Sharma,0,0,0,0,0,NA,NA,NA,NA,Rajasthan Royals,Sunrisers Hyderabad
829787,2,12,4,JP Faulkner,SPD Smith,KV Sharma,1,0,1,0,0,NA,NA,NA,NA,Rajasthan Royals,Sunrisers Hyderabad
829787,2,12,5,SPD Smith,JP Faulkner,KV Sharma,6,0,6,0,0,NA,NA,NA,NA,Rajasthan Royals,Sunrisers Hyderabad
829787,2,12,6,SPD Smith,JP Faulkner,KV Sharma,0,0,0,0,0,NA,NA,NA,NA,Rajasthan Royals,Sunrisers Hyderabad
829787,2,13,1,JP Faulkner,SPD Smith,P Kumar,2,0,2,0,0,NA,NA,NA,NA,Rajasthan Royals,Sunrisers Hyderabad
829787,2,13,2,JP Faulkner,SPD Smith,P Kumar,1,0,1,0,0,NA,NA,NA,NA,Rajasthan Royals,Sunrisers Hyderabad
829787,2,13,3,SPD Smith,JP Faulkner,P Kumar,1,0,1,0,0,NA,NA,NA,NA,Rajasthan Royals,Sunrisers Hyderabad
829787,2,13,4,JP Faulkner,SPD Smith,P Kumar,0,1,1,0,0,NA,NA,NA,legbyes,Rajasthan Royals,Sunrisers Hyderabad
829787,2,13,5,SPD Smith,JP Faulkner,P Kumar,4,0,4,0,0,NA,NA,NA,NA,Rajasthan Royals,Sunrisers Hyderabad
829787,2,13,6,SPD Smith,JP Faulkner,P Kumar,1,0,1,0,0,NA,NA,NA,NA,Rajasthan Royals,Sunrisers Hyderabad
829787,2,14,1,SPD Smith,JP Faulkner,RS Bopara,4,0,4,0,0,NA,NA,NA,NA,Rajasthan Royals,Sunrisers Hyderabad
829787,2,14,2,SPD Smith,JP Faulkner,RS Bopara,0,0,0,0,1,bowled,SPD Smith,NA,NA,Rajasthan Royals,Sunrisers Hyderabad
829787,2,14,3,SV Samson,JP Faulkner,RS Bopara,1,0,1,0,0,NA,NA,NA,NA,Rajasthan Royals,Sunrisers Hyderabad
829787,2,14,4,JP Faulkner,SV Samson,RS Bopara,2,0,2,0,0,NA,NA,NA,NA,Rajasthan Royals,Sunrisers Hyderabad
829787,2,14,5,JP Faulkner,SV Samson,RS Bopara,1,0,1,0,0,NA,NA,NA,NA,Rajasthan Royals,Sunrisers Hyderabad
829787,2,14,6,SV Samson,JP Faulkner,RS Bopara,0,1,1,0,0,NA,NA,NA,legbyes,Rajasthan Royals,Sunrisers Hyderabad
829787,2,15,1,SV Samson,JP Faulkner,MC Henriques,1,0,1,0,0,NA,NA,NA,NA,Rajasthan Royals,Sunrisers Hyderabad
829787,2,15,2,JP Faulkner,SV Samson,MC Henriques,4,0,4,0,0,NA,NA,NA,NA,Rajasthan Royals,Sunrisers Hyderabad
829787,2,15,3,JP Faulkner,SV Samson,MC Henriques,4,0,4,0,0,NA,NA,NA,NA,Rajasthan Royals,Sunrisers Hyderabad
829787,2,15,4,JP Faulkner,SV Samson,MC Henriques,0,0,0,0,0,NA,NA,NA,NA,Rajasthan Royals,Sunrisers Hyderabad
829787,2,15,5,JP Faulkner,SV Samson,MC Henriques,0,0,0,0,0,NA,NA,NA,NA,Rajasthan Royals,Sunrisers Hyderabad
829787,2,15,6,JP Faulkner,SV Samson,MC Henriques,0,0,0,0,0,NA,NA,NA,NA,Rajasthan Royals,Sunrisers Hyderabad
829787,2,16,1,SV Samson,JP Faulkner,RS Bopara,0,0,0,0,0,NA,NA,NA,NA,Rajasthan Royals,Sunrisers Hyderabad
829787,2,16,2,SV Samson,JP Faulkner,RS Bopara,6,0,6,0,0,NA,NA,NA,NA,Rajasthan Royals,Sunrisers Hyderabad
829787,2,16,3,SV Samson,JP Faulkner,RS Bopara,0,2,2,0,0,NA,NA,NA,legbyes,Rajasthan Royals,Sunrisers Hyderabad
829787,2,16,4,SV Samson,JP Faulkner,RS Bopara,1,0,1,0,0,NA,NA,NA,NA,Rajasthan Royals,Sunrisers Hyderabad
829787,2,16,5,JP Faulkner,SV Samson,RS Bopara,0,0,0,0,0,NA,NA,NA,NA,Rajasthan Royals,Sunrisers Hyderabad
829787,2,16,6,JP Faulkner,SV Samson,RS Bopara,1,0,1,0,0,NA,NA,NA,NA,Rajasthan Royals,Sunrisers Hyderabad
829787,2,17,1,JP Faulkner,SV Samson,B Kumar,0,0,0,0,1,caught,JP Faulkner,RS Bopara,NA,Rajasthan Royals,Sunrisers Hyderabad
1136573,1,12,3,KD Karthik,N Rana,Mohammed Shami,1,0,1,0,0,NA,NA,NA,NA,Kolkata Knight Riders,Delhi Daredevils
1136573,1,12,4,N Rana,KD Karthik,Mohammed Shami,1,0,1,0,0,NA,NA,NA,NA,Kolkata Knight Riders,Delhi Daredevils
1136573,1,12,5,KD Karthik,N Rana,Mohammed Shami,1,0,1,0,0,NA,NA,NA,NA,Kolkata Knight Riders,Delhi Daredevils
1136573,1,12,6,N Rana,KD Karthik,Mohammed Shami,1,0,1,0,0,NA,NA,NA,NA,Kolkata Knight Riders,Delhi Daredevils
1136573,1,13,1,N Rana,KD Karthik,CH Morris,1,0,1,0,0,NA,NA,NA,NA,Kolkata Knight Riders,Delhi Daredevils
1136573,1,13,2,KD Karthik,N Rana,CH Morris,4,0,4,0,0,NA,NA,NA,NA,Kolkata Knight Riders,Delhi Daredevils
1136573,1,13,3,KD Karthik,N Rana,CH Morris,4,0,4,0,0,NA,NA,NA,NA,Kolkata Knight Riders,Delhi Daredevils
